concept id	representation id	en	kanji	kana
FMA54319	BP9718	pubic hair	pubic hair	pubic hair
FMA54375	BP9896	nasal septum	鼻中隔	びちゅうかく
FMA54397	BP7408	upper jaw	upper jaw	upper jaw
FMA54398	BP9618	lower jaw	lower jaw	lower jaw
FMA54440	BP7411	right upper eyelid	right upper eyelid	right upper eyelid
FMA54441	BP7375	left upper eyelid	left upper eyelid	left upper eyelid
FMA54443	BP7418	right lower eyelid	right lower eyelid	right lower eyelid
FMA54444	BP7381	left lower eyelid	left lower eyelid	left lower eyelid
FMA54449	BP7410	right eye	right eye	right eye
FMA54450	BP7367	left eye	left eye	left eye
FMA54545	BP9538	head proper	head proper	head proper
FMA54640	BP10138	tongue	舌;シタ	ぜつ;した
FMA54667	BP7092	right orbital compartment	right orbital compartment	right orbital compartment
FMA54668	BP7107	left orbital compartment	left orbital compartment	left orbital compartment
FMA54737	BP9752	right inferior nasal concha	right inferior nasal concha	right inferior nasal concha
FMA54738	BP10109	left inferior nasal concha	left inferior nasal concha	left inferior nasal concha
FMA55021	BP9724	soft palate	軟口蓋;口蓋帆|軟口蓋;口蓋帆	なんこうがい;こうがいはん
FMA55022	BP10166	uvula	口蓋垂	こうがいすい
FMA55675	BP6679	neuraxis	中枢神経系;神経系中枢部	ちゅうすうしんけいけい;しんけいけいちゅうすうぶ
FMA58082	BP7121	anterior chamber of left eyeball	anterior chamber of left eyeball	anterior chamber of left eyeball
FMA58099	BP7098	wall of right eyeball	wall of right eyeball	wall of right eyeball
FMA58100	BP7111	wall of left eyeball	wall of left eyeball	wall of left eyeball
FMA58105	BP7099	fibrous layer of right eyeball	fibrous layer of right eyeball	fibrous layer of right eyeball
FMA58106	BP7113	fibrous layer of left eyeball	fibrous layer of left eyeball	fibrous layer of left eyeball
FMA58107	BP7095	vascular layer of right eyeball	vascular layer of right eyeball	vascular layer of right eyeball
FMA58108	BP7116	vascular layer of left eyeball	vascular layer of left eyeball	vascular layer of left eyeball
FMA58236	BP7096	right iris	right iris	right iris
FMA58237	BP7117	left iris	left iris	left iris
FMA58239	BP7100	right cornea	right cornea	right cornea
FMA58240	BP7115	left cornea	left cornea	left cornea
FMA58242	BP7104	right lens	right lens	right lens
FMA58243	BP7120	left lens	left lens	left lens
FMA58271	BP7101	right sclera	right sclera	right sclera
FMA58272	BP7114	left sclera	left sclera	left sclera
FMA58299	BP7097	right choroid	right choroid	right choroid
FMA58300	BP7112	left choroid	left choroid	left choroid
FMA58401	BP6718	investing fascia of right upper limb	investing fascia of right upper limb	investing fascia of right upper limb
FMA58405	BP6719	investing fascia of right free upper limb	investing fascia of right free upper limb	investing fascia of right free upper limb
FMA58406	BP9582	investing fascia of left free upper limb	investing fascia of left free upper limb	investing fascia of left free upper limb
FMA58418	BP6713	investing fascia of right lower limb	investing fascia of right lower limb	investing fascia of right lower limb
FMA58419	BP10019	investing fascia of left lower limb	investing fascia of left lower limb	investing fascia of left lower limb
FMA58429	BP6714	investing fascia of right free lower limb	investing fascia of right free lower limb	investing fascia of right free lower limb
FMA58430	BP10018	investing fascia of left free lower limb	investing fascia of left free lower limb	investing fascia of left free lower limb
FMA58448	BP6721	investing fascia of right wrist	investing fascia of right wrist	investing fascia of right wrist
FMA58449	BP9580	investing fascia of left wrist	investing fascia of left wrist	investing fascia of left wrist
FMA58575	BP6720	investing fascia of right forearm	investing fascia of right forearm	investing fascia of right forearm
FMA58576	BP9581	investing fascia of left forearm	investing fascia of left forearm	investing fascia of left forearm
FMA58742	BP6715	investing fascia of right thigh	investing fascia of right thigh	investing fascia of right thigh
FMA58743	BP10017	investing fascia of left thigh	investing fascia of left thigh	investing fascia of left thigh
FMA58776	BP6717	right iliotibial tract	right iliotibial tract	right iliotibial tract
FMA58777	BP10015	left iliotibial tract	left iliotibial tract	left iliotibial tract
FMA58828	BP7103	right vitreous body	right vitreous body	right vitreous body
FMA58829	BP7119	left vitreous body	left vitreous body	left vitreous body
FMA58839	BP7102	suspensory ligament of right lens	suspensory ligament of right lens	suspensory ligament of right lens
FMA58840	BP7118	suspensory ligament of left lens	suspensory ligament of left lens	suspensory ligament of left lens
FMA59089	BP7419	tarsal plate of right lower eyelid	tarsal plate of right lower eyelid	tarsal plate of right lower eyelid
FMA59090	BP7382	tarsal plate of left lower eyelid	tarsal plate of left lower eyelid	tarsal plate of left lower eyelid
FMA59091	BP7412	tarsal plate of right upper eyelid	tarsal plate of right upper eyelid	tarsal plate of right upper eyelid
FMA59092	BP7376	tarsal plate of left upper eyelid	tarsal plate of left upper eyelid	tarsal plate of left upper eyelid
FMA59102	BP7105	right lacrimal gland	right lacrimal gland	right lacrimal gland
FMA59103	BP7109	left lacrimal gland	left lacrimal gland	left lacrimal gland
FMA59368	BP7421	right lacrimal apparatus	right lacrimal apparatus	right lacrimal apparatus
FMA59369	BP7369	left lacrimal apparatus	left lacrimal apparatus	left lacrimal apparatus
FMA59398	BP9619	mandibular part of mouth	mandibular part of mouth	mandibular part of mouth
FMA59399	BP7407	maxillary part of mouth	maxillary part of mouth	maxillary part of mouth
FMA59503	BP9893	septal nasal cartilage	鼻中隔軟骨	びちゅうかくなんこつ
FMA59505	BP9691	right major alar cartilage	right major alar cartilage	right major alar cartilage
FMA59506	BP9678	left major alar cartilage	left major alar cartilage	left major alar cartilage
FMA59512	BP9659	right lateral nasal cartilage	right lateral nasal cartilage	right lateral nasal cartilage
FMA59513	BP9826	left lateral nasal cartilage	left lateral nasal cartilage	left lateral nasal cartilage
FMA59515	BP9661	external nose	external nose	external nose
FMA59516	BP9839	root of nose	鼻根	びこん
FMA59517	BP9665	dorsum of nose	鼻背	びはい
FMA59538	BP9663	cartilaginous skeleton of nose	cartilaginous skeleton of nose	cartilaginous skeleton of nose
FMA59541	BP7426	right lacrimal lake	right lacrimal lake	right lacrimal lake
FMA59542	BP7374	left lacrimal lake	left lacrimal lake	left lacrimal lake
FMA59545	BP7425	right lacrimal sac	right lacrimal sac	right lacrimal sac
FMA59546	BP7371	left lacrimal sac	left lacrimal sac	left lacrimal sac
FMA59555	BP7424	right nasolacrimal duct	right nasolacrimal duct	right nasolacrimal duct
FMA59556	BP7373	left nasolacrimal duct	left nasolacrimal duct	left nasolacrimal duct
FMA59582	BP7423	right lacrimal canaliculus	right lacrimal canaliculus	right lacrimal canaliculus
FMA59583	BP7372	left lacrimal canaliculus	left lacrimal canaliculus	left lacrimal canaliculus
FMA59637	BP9755	internal nose	internal nose	internal nose
FMA59654	BP9759	osseous skeleton of nose	osseous skeleton of nose	osseous skeleton of nose
FMA59655	BP9838	osseous skeleton of external nose	osseous skeleton of external nose	osseous skeleton of external nose
FMA59656	BP9758	osseous skeleton of internal nose	osseous skeleton of internal nose	osseous skeleton of internal nose
FMA59665	BP9962	septum of internal nose	septum of internal nose	septum of internal nose
FMA59668	BP9754	wall of internal nose	wall of internal nose	wall of internal nose
FMA59671	BP9753	right lateral wall of internal nose	right lateral wall of internal nose	right lateral wall of internal nose
FMA59672	BP10110	left lateral wall of internal nose	left lateral wall of internal nose	left lateral wall of internal nose
FMA59748	BP9757	right side of internal nose	right side of internal nose	right side of internal nose
FMA59749	BP9964	left side of internal nose	left side of internal nose	left side of internal nose
FMA59754	BP9756	wall of right side of internal nose	wall of right side of internal nose	wall of right side of internal nose
FMA59755	BP9963	wall of left side of internal nose	wall of left side of internal nose	wall of left side of internal nose
FMA59763	BP7409	gingiva of upper jaw	gingiva of upper jaw	gingiva of upper jaw
FMA59764	BP7406	gingiva of lower jaw	gingiva of lower jaw	gingiva of lower jaw
FMA59802	BP10168	right submandibular gland	right submandibular gland	right submandibular gland
FMA59803	BP10210	left submandibular gland	left submandibular gland	left submandibular gland
FMA59836	BP9660	cartilaginous skeleton of external nose	cartilaginous skeleton of external nose	cartilaginous skeleton of external nose
FMA59837	BP9961	bony part of nasal septum	鼻中隔の骨部	びちゅうかくのこつぶ
FMA59838	BP9894	cartilaginous part of nasal septum	鼻中隔の軟骨部	びちゅうかくのなんこつぶ
FMA59992	BP10167	faucial part of mouth	faucial part of mouth	faucial part of mouth
FMA60116	BP9664	nasal skeleton	nasal skeleton	nasal skeleton
FMA60118	BP9895	skeleton of nasal septum	骨鼻中隔	こつびちゅうかく
FMA60325	BP9558	right thumb	right thumb	right thumb
FMA60326	BP9438	left thumb	left thumb	left thumb
FMA60327	BP9613	right little finger	right little finger	right little finger
FMA60328	BP9495	left little finger	left little finger	left little finger
FMA60329	BP9507	right ring finger	right ring finger	right ring finger
FMA60330	BP9494	left ring finger	left ring finger	left ring finger
FMA60331	BP9796	right middle finger	right middle finger	right middle finger
FMA60332	BP9780	left middle finger	left middle finger	left middle finger
FMA60333	BP9822	right index finger	right index finger	right index finger
FMA60334	BP9701	left index finger	left index finger	left index finger
FMA60335	BP9971	right big toe	right big toe	right big toe
FMA60336	BP9892	left big toe	left big toe	left big toe
FMA60337	BP9787	right second toe	right second toe	right second toe
FMA60338	BP9399	left second toe	left second toe	left second toe
FMA60339	BP9948	right third toe	right third toe	right third toe
FMA60340	BP9293	left third toe	left third toe	left third toe
FMA60341	BP9699	right fourth toe	right fourth toe	right fourth toe
FMA60342	BP9716	left fourth toe	left fourth toe	left fourth toe
FMA60343	BP9763	right little toe	right little toe	right little toe
FMA60344	BP9864	left little toe	left little toe	left little toe
FMA61064	BP7422	right lacrimal duct	right lacrimal duct	right lacrimal duct
FMA61065	BP7370	left lacrimal duct	left lacrimal duct	left lacrimal duct
FMA61068	BP9672	right hand proper	right hand proper	right hand proper
FMA61069	BP9544	left hand proper	left hand proper	left hand proper
FMA61472	BP10227	right pectoral part of chest	right pectoral part of chest	right pectoral part of chest
FMA61473	BP9388	left pectoral part of chest	left pectoral part of chest	left pectoral part of chest
FMA61670	BP9621	skeleton of mouth	skeleton of mouth	skeleton of mouth
FMA61680	BP9572	abdomen proper	abdomen proper	abdomen proper
FMA61681	BP9573	back of abdomen	腰部	ようぶ
FMA61732	BP10122	right parietal part of head	right parietal part of head	right parietal part of head
FMA61733	BP10200	left parietal part of head	left parietal part of head	left parietal part of head
FMA61819	BP10491	left cerebral hemisphere	left cerebral hemisphere	left cerebral hemisphere
FMA61991	BP7707	trunk of right middle cerebral artery	trunk of right middle cerebral artery	trunk of right middle cerebral artery
FMA61992	BP6688	forebrain	前脳	ぜんのう
FMA61993	BP6705	midbrain	中脳	ちゅうのう
FMA62000	BP10492	telencephalon	終脳|終脳;大脳	しゅうのう;だいのう
FMA62001	BP6689	diencephalon	間脳|間脳	かんのう
FMA62003	BP6701	metencephalon	後脳;橋と小脳	こうのう;きょうとしょうのう
FMA62004	BP6704	medulla oblongata	髄脳;延髄;球	ずいのう;えんずい;きゅう
FMA62008	BP6690	hypothalamus	視床下部|視床下部	ししょうかぶ
FMA62009	BP6697	epithalamus	視床上部|視床上部	ししょうじょうぶ
FMA62028	BP6691	intermediate hypothalamic region	視床下部中間野;視床下部中間域;中間視床下部野	ししょうかぶちゅうかんや;ししょうかぶちゅうかんいき;ちゅうかんししょうかぶや
FMA62032	BP6699	habenula	手綱	たづな
FMA62033	BP6698	pineal body	松果体;松果腺	しょうかたい;しょうかせん
FMA62327	BP6692	tuber cinereum	灰白隆起	かいはくりゅうき
FMA63103	BP9652	pancreatic duct tree	pancreatic duct tree	pancreatic duct tree
FMA63120	BP10192	parenchyma of pancreas	parenchyma of pancreas	parenchyma of pancreas
FMA65470	BP9437	proximal phalanx of left thumb	proximal phalanx of left thumb	proximal phalanx of left thumb
FMA66321	BP6811	right thoracodorsal artery	right thoracodorsal artery	right thoracodorsal artery
FMA66322	BP6879	left thoracodorsal artery	left thoracodorsal artery	left thoracodorsal artery
FMA66358	BP10640	trunk of superior mesenteric artery	trunk of superior mesenteric artery	trunk of superior mesenteric artery
FMA66363	BP10654	trunk of right renal artery	trunk of right renal artery	trunk of right renal artery
FMA66364	BP10652	trunk of left renal artery	trunk of left renal artery	trunk of left renal artery
FMA66563	BP6805	trunk of right thoraco-acromial artery	trunk of right thoraco-acromial artery	trunk of right thoraco-acromial artery
FMA66564	BP6873	trunk of left thoraco-acromial artery	trunk of left thoraco-acromial artery	trunk of left thoraco-acromial artery
FMA66791	BP9919	proximal phalanx of left little finger	proximal phalanx of left little finger	proximal phalanx of left little finger
FMA67292	BP10498	right cerebral hemisphere	right cerebral hemisphere	right cerebral hemisphere
FMA67687	BP6700	hindbrain	菱脳	りょうのう
FMA67943	BP6703	pons	橋	きょう
FMA67944	BP6702	cerebellum	小脳	しょうのう
FMA67994	BP9428	intrapulmonary part of right pulmonary artery	intrapulmonary part of right pulmonary artery	intrapulmonary part of right pulmonary artery
FMA67995	BP9416	intrapulmonary part of left pulmonary artery	intrapulmonary part of left pulmonary artery	intrapulmonary part of left pulmonary artery
FMA68002	BP9364	intrapulmonary part of right superior pulmonary vein	intrapulmonary part of right superior pulmonary vein	intrapulmonary part of right superior pulmonary vein
FMA68003	BP9406	intrapulmonary part of right inferior pulmonary vein	intrapulmonary part of right inferior pulmonary vein	intrapulmonary part of right inferior pulmonary vein
FMA68004	BP9498	intrapulmonary part of left superior pulmonary vein	intrapulmonary part of left superior pulmonary vein	intrapulmonary part of left superior pulmonary vein
FMA68005	BP9738	intrapulmonary part of left inferior pulmonary vein	intrapulmonary part of left inferior pulmonary vein	intrapulmonary part of left inferior pulmonary vein
FMA68016	BP9336	intrahepatic biliary tree	intrahepatic biliary tree	intrahepatic biliary tree
FMA68068	BP10639	inferior phrenic vein	inferior phrenic vein	inferior phrenic vein
FMA68193	BP9542	medial segmental artery	右肺の内側中葉動脈(A5)|肝動脈の左枝の内側区動脈	かんどうみゃくさしのないそくくどうみゃく
FMA68194	BP9442	lateral segmental artery	右肺の外側中葉動脈(A4)|肝動脈の左枝の外側区動脈	かんどうみゃくのさしのがいそくどうみゃく
FMA68196	BP9443	middle lobar artery	右肺の中葉動脈	うはいのちゅうようどうみゃく
FMA68197	BP9426	right upper lobar artery	right upper lobar artery	right upper lobar artery
FMA68198	BP9626	left upper lobar artery	left upper lobar artery	left upper lobar artery
FMA68200	BP9586	right lower lobar artery	right lower lobar artery	right lower lobar artery
FMA68201	BP9413	left lower lobar artery	left lower lobar artery	left lower lobar artery
FMA68211	BP9592	right apical segmental bronchial tree	right apical segmental bronchial tree	right apical segmental bronchial tree
FMA68212	BP9525	right anterior segmental bronchial tree	right anterior segmental bronchial tree	right anterior segmental bronchial tree
FMA68213	BP9884	right posterior segmental bronchial tree	right posterior segmental bronchial tree	right posterior segmental bronchial tree
FMA68214	BP9722	medial segmental bronchial tree	medial segmental bronchial tree	medial segmental bronchial tree
FMA68215	BP9520	lateral segmental bronchial tree	lateral segmental bronchial tree	lateral segmental bronchial tree
FMA68216	BP9539	right superior segmental bronchial tree	right superior segmental bronchial tree	right superior segmental bronchial tree
FMA68218	BP9489	right medial basal segmental bronchial tree	right medial basal segmental bronchial tree	right medial basal segmental bronchial tree
FMA68220	BP9606	right lateral basal segmental bronchial tree	right lateral basal segmental bronchial tree	right lateral basal segmental bronchial tree
FMA68221	BP9468	right posterior basal segmental bronchial tree	right posterior basal segmental bronchial tree	right posterior basal segmental bronchial tree
FMA68222	BP9474	left anterior segmental bronchial tree	left anterior segmental bronchial tree	left anterior segmental bronchial tree
FMA68223	BP9676	left apical segmental bronchial tree	left apical segmental bronchial tree	left apical segmental bronchial tree
FMA68225	BP9913	left posterior segmental bronchial tree	left posterior segmental bronchial tree	left posterior segmental bronchial tree
FMA68226	BP9981	superior lingular bronchial tree	superior lingular bronchial tree	superior lingular bronchial tree
FMA68227	BP10152	inferior lingular bronchial tree	inferior lingular bronchial tree	inferior lingular bronchial tree
FMA68228	BP9761	left superior segmental bronchial tree	left superior segmental bronchial tree	left superior segmental bronchial tree
FMA68230	BP9943	left medial basal segmental bronchial tree	left medial basal segmental bronchial tree	left medial basal segmental bronchial tree
FMA68231	BP9552	left anterior basal segmental bronchial tree	left anterior basal segmental bronchial tree	left anterior basal segmental bronchial tree
FMA68232	BP10117	left lateral basal segmental bronchial tree	left lateral basal segmental bronchial tree	left lateral basal segmental bronchial tree
FMA68233	BP9860	left posterior basal segmental bronchial tree	left posterior basal segmental bronchial tree	left posterior basal segmental bronchial tree
FMA68317	BP9477	superior division of upper lobe part of left bronchial tree	superior division of upper lobe part of left bronchial tree	superior division of upper lobe part of left bronchial tree
FMA68318	BP9982	inferior division of upper lobe part of left bronchial tree	inferior division of upper lobe part of left bronchial tree	inferior division of upper lobe part of left bronchial tree
FMA68319	BP9471	inferomedial part of right bronchial tree	inferomedial part of right bronchial tree	inferomedial part of right bronchial tree
FMA68321	BP9684	right anterior basal segmental bronchial tree	right anterior basal segmental bronchial tree	right anterior basal segmental bronchial tree
FMA68418	BP9931	right main bronchus proper	right main bronchus proper	right main bronchus proper
FMA68658	BP9444	inferomedial branch of right pulmonary artery	inferomedial branch of right pulmonary artery	inferomedial branch of right pulmonary artery
FMA68659	BP9425	apicoposterior division of right upper lobar artery	apicoposterior division of right upper lobar artery	apicoposterior division of right upper lobar artery
FMA68662	BP9687	apical part of right apical segmental artery	apical part of right apical segmental artery	apical part of right apical segmental artery
FMA68665	BP9666	anterior part of right apical segmental artery	anterior part of right apical segmental artery	anterior part of right apical segmental artery
FMA68670	BP9540	apical part of right posterior segmental artery	apical part of right posterior segmental artery	apical part of right posterior segmental artery
FMA68673	BP9421	posterior part of right posterior segmental artery	posterior part of right posterior segmental artery	posterior part of right posterior segmental artery
FMA68677	BP9819	posterior branch of right anterior segmental artery	posterior branch of right anterior segmental artery	posterior branch of right anterior segmental artery
FMA68683	BP9743	anterior branch of right anterior segmental artery	anterior branch of right anterior segmental artery	anterior branch of right anterior segmental artery
FMA68690	BP9642	posterior branch of lateral segmental artery	posterior branch of lateral segmental artery	posterior branch of lateral segmental artery
FMA68691	BP9441	anterior branch of lateral segmental artery	anterior branch of lateral segmental artery	anterior branch of lateral segmental artery
FMA68693	BP9721	superior branch of medial segmental artery	superior branch of medial segmental artery	superior branch of medial segmental artery
FMA68694	BP9541	inferior branch of medial segmental artery	inferior branch of medial segmental artery	inferior branch of medial segmental artery
FMA68706	BP9774	medial branch of right superior segmental artery	medial branch of right superior segmental artery	medial branch of right superior segmental artery
FMA68709	BP9750	superior branch of right superior segmental artery	superior branch of right superior segmental artery	superior branch of right superior segmental artery
FMA68712	BP9584	lateral branch of right superior segmental artery	lateral branch of right superior segmental artery	lateral branch of right superior segmental artery
FMA68723	BP9767	basal branch of right anterior basal segmental artery	basal branch of right anterior basal segmental artery	basal branch of right anterior basal segmental artery
FMA68725	BP9938	lateral branch of right anterior basal segmental artery	lateral branch of right anterior basal segmental artery	lateral branch of right anterior basal segmental artery
FMA68728	BP9607	lateral branch of right lateral basal segmental artery	lateral branch of right lateral basal segmental artery	lateral branch of right lateral basal segmental artery
FMA68735	BP10207	accessory subsuperior branch of right posterior basal segmental artery	accessory subsuperior branch of right posterior basal segmental artery	accessory subsuperior branch of right posterior basal segmental artery
FMA68738	BP9651	laterobasal branch of right posterior basal segmental artery	laterobasal branch of right posterior basal segmental artery	laterobasal branch of right posterior basal segmental artery
FMA68741	BP9623	mediobasal branch of right posterior basal segmental artery	mediobasal branch of right posterior basal segmental artery	mediobasal branch of right posterior basal segmental artery
FMA68843	BP9629	antero-medial basal segmental artery	antero-medial basal segmental artery	antero-medial basal segmental artery
FMA68845	BP9609	right basal segmental artery	right basal segmental artery	right basal segmental artery
FMA68846	BP9512	left basal segmental artery	left basal segmental artery	left basal segmental artery
FMA68880	BP9634	trunk of right apical segmental vein	trunk of right apical segmental vein	trunk of right apical segmental vein
FMA68921	BP9882	anterior part of right apical segmental vein	anterior part of right apical segmental vein	anterior part of right apical segmental vein
FMA68926	BP9695	superior part of right anterior segmental vein	superior part of right anterior segmental vein	superior part of right anterior segmental vein
FMA68928	BP10183	inferior part of right anterior segmental vein	inferior part of right anterior segmental vein	inferior part of right anterior segmental vein
FMA68944	BP9640	posterior part of lateral segmental vein	posterior part of lateral segmental vein	posterior part of lateral segmental vein
FMA68945	BP9778	anterior part of lateral segmental vein	anterior part of lateral segmental vein	anterior part of lateral segmental vein
FMA68982	BP9355	superior part of medial segmental vein	superior part of medial segmental vein	superior part of medial segmental vein
FMA68983	BP9880	inferior part of medial segmental vein	inferior part of medial segmental vein	inferior part of medial segmental vein
FMA69265	BP10416	right inferior suprarenal artery	right inferior suprarenal artery	right inferior suprarenal artery
FMA69266	BP10402	left inferior suprarenal artery	left inferior suprarenal artery	left inferior suprarenal artery
FMA69490	BP6903	right lateral tarsal artery	right lateral tarsal artery	right lateral tarsal artery
FMA69491	BP6848	left lateral tarsal artery	left lateral tarsal artery	left lateral tarsal artery
FMA69494	BP6902	right arcuate artery	right arcuate artery	right arcuate artery
FMA69495	BP6849	left arcuate artery	left arcuate artery	left arcuate artery
FMA69517	BP6922	distal perforating artery	distal perforating artery	distal perforating artery
FMA69566	BP6911	trunk of right lateral plantar artery	trunk of right lateral plantar artery	trunk of right lateral plantar artery
FMA69567	BP6839	trunk of left lateral plantar artery	trunk of left lateral plantar artery	trunk of left lateral plantar artery
FMA70249	BP10394	right femoral artery	right femoral artery	right femoral artery
FMA70250	BP10376	left femoral artery	left femoral artery	left femoral artery
FMA70347	BP6797	right thyrocervical artery	right thyrocervical artery	right thyrocervical artery
FMA70348	BP6855	left thyrocervical artery	left thyrocervical artery	left thyrocervical artery
FMA70351	BP6819	right costocervical artery	right costocervical artery	right costocervical artery
FMA70352	BP6887	left costocervical artery	left costocervical artery	left costocervical artery
FMA70441	BP10027	anterior segmental hepatic artery	anterior segmental hepatic artery	anterior segmental hepatic artery
FMA70442	BP10177	anterior superior segmental hepatic artery	anterior superior segmental hepatic artery	anterior superior segmental hepatic artery
FMA70443	BP10026	anterior inferior segmental hepatic artery	anterior inferior segmental hepatic artery	anterior inferior segmental hepatic artery
FMA70444	BP9809	posterior segmental hepatic artery	肝動脈の右枝の後区動脈	かんどうみゃくのうしのこうくどうみゃく
FMA70445	BP9808	posterior superior segmental hepatic artery	posterior superior segmental hepatic artery	posterior superior segmental hepatic artery
FMA70446	BP10041	posterior inferior segmental hepatic artery	posterior inferior segmental hepatic artery	posterior inferior segmental hepatic artery
FMA70447	BP6949	caudate lobe branch of right hepatic artery	caudate lobe branch of right hepatic artery	caudate lobe branch of right hepatic artery
FMA70448	BP9611	medial segmental hepatic artery	medial segmental hepatic artery	medial segmental hepatic artery
FMA70449	BP9610	medial superior segmental hepatic artery	medial superior segmental hepatic artery	medial superior segmental hepatic artery
FMA70450	BP9655	medial inferior segmental hepatic artery	medial inferior segmental hepatic artery	medial inferior segmental hepatic artery
FMA70451	BP9376	lateral segmental hepatic artery	lateral segmental hepatic artery	lateral segmental hepatic artery
FMA70452	BP9375	lateral superior segmental hepatic artery	lateral superior segmental hepatic artery	lateral superior segmental hepatic artery
FMA70453	BP9983	lateral inferior segmental hepatic artery	lateral inferior segmental hepatic artery	lateral inferior segmental hepatic artery
FMA70455	BP10182	caudate lobe branch of left hepatic artery	caudate lobe branch of left hepatic artery	caudate lobe branch of left hepatic artery
FMA70456	BP10065	trunk of right hepatic artery	trunk of right hepatic artery	trunk of right hepatic artery
FMA70457	BP9905	trunk of left hepatic artery	trunk of left hepatic artery	trunk of left hepatic artery
FMA70492	BP10633	ureteric segment of right renal artery	ureteric segment of right renal artery	ureteric segment of right renal artery
FMA70493	BP10647	ureteric segment of left renal artery	ureteric segment of left renal artery	ureteric segment of left renal artery
FMA71102	BP10047	right upper urinary tract	right upper urinary tract	right upper urinary tract
FMA71103	BP9941	left upper urinary tract	left upper urinary tract	left upper urinary tract
FMA71132	BP9332	gastrointestinal tract	gastrointestinal tract	gastrointestinal tract
FMA71194	BP10204	right lobe of thymus	right lobe of thymus	right lobe of thymus
FMA71195	BP9901	left lobe of thymus	left lobe of thymus	left lobe of thymus
FMA71221	BP9345	axial skeleton	軸骨格;軸性骨格	じくこっかく;じくせいこっかく
FMA71857	BP9899	right hepatic biliary tree	right hepatic biliary tree	right hepatic biliary tree
FMA71858	BP9327	left hepatic biliary tree	left hepatic biliary tree	left hepatic biliary tree
FMA71861	BP10059	anterior tributary of right hepatic biliary tree	anterior tributary of right hepatic biliary tree	anterior tributary of right hepatic biliary tree
FMA71862	BP9898	posterior tributary of right hepatic biliary tree	posterior tributary of right hepatic biliary tree	posterior tributary of right hepatic biliary tree
FMA71863	BP9934	lateral tributary of left hepatic biliary tree	lateral tributary of left hepatic biliary tree	lateral tributary of left hepatic biliary tree
FMA71864	BP9326	medial tributary of left hepatic biliary tree	medial tributary of left hepatic biliary tree	medial tributary of left hepatic biliary tree
FMA71867	BP10058	anterior superior tributary of right hepatic biliary tree	anterior superior tributary of right hepatic biliary tree	anterior superior tributary of right hepatic biliary tree
FMA71868	BP10219	anterior inferior tributary of right hepatic biliary tree	anterior inferior tributary of right hepatic biliary tree	anterior inferior tributary of right hepatic biliary tree
FMA71869	BP9897	posterior superior tributary of right hepatic biliary tree	posterior superior tributary of right hepatic biliary tree	posterior superior tributary of right hepatic biliary tree
FMA71870	BP10132	posterior inferior tributary of right hepatic biliary tree	posterior inferior tributary of right hepatic biliary tree	posterior inferior tributary of right hepatic biliary tree
FMA71885	BP9670	medial superior tributary of left hepatic biliary tree	medial superior tributary of left hepatic biliary tree	medial superior tributary of left hepatic biliary tree
FMA71886	BP9325	medial inferior tributary of left hepatic biliary tree	medial inferior tributary of left hepatic biliary tree	medial inferior tributary of left hepatic biliary tree
FMA71887	BP9933	lateral superior tributary of left hepatic biliary tree	lateral superior tributary of left hepatic biliary tree	lateral superior tributary of left hepatic biliary tree
FMA71888	BP10013	lateral inferior tributary of left hepatic biliary tree	lateral inferior tributary of left hepatic biliary tree	lateral inferior tributary of left hepatic biliary tree
FMA71889	BP7465	caudate lobe tributary of left hepatic biliary tree	caudate lobe tributary of left hepatic biliary tree	caudate lobe tributary of left hepatic biliary tree
FMA71891	BP9328	hepatic biliary tree	hepatic biliary tree	hepatic biliary tree
FMA71904	BP9979	pre-hepatic portal vein	pre-hepatic portal vein	pre-hepatic portal vein
FMA71908	BP10022	proximal phalanx of left middle finger	proximal phalanx of left middle finger	proximal phalanx of left middle finger
FMA71915	BP9710	proximal phalanx of left index finger	proximal phalanx of left index finger	proximal phalanx of left index finger
FMA71916	BP9493	proximal phalanx of left ring finger	proximal phalanx of left ring finger	proximal phalanx of left ring finger
FMA72062	BP9952	pelvic skeleton	pelvic skeleton	pelvic skeleton
FMA72063	BP9372	set of cervical vertebrae	頚椎[C1-C7]	けいつい[C1-C7]
FMA72064	BP9562	set of thoracic vertebrae	胸椎［T1-T12］	きょうつい［T1-T12］
FMA72065	BP9633	set of lumbar vertebrae	腰椎[L1竏鱈5]	ようつい[L1−L5]
FMA72653	BP10533	right superior frontal gyrus	right superior frontal gyrus	right superior frontal gyrus
FMA72654	BP10523	left superior frontal gyrus	left superior frontal gyrus	left superior frontal gyrus
FMA72655	BP10538	right middle frontal gyrus	right middle frontal gyrus	right middle frontal gyrus
FMA72656	BP10540	left middle frontal gyrus	left middle frontal gyrus	left middle frontal gyrus
FMA72657	BP10510	right inferior frontal gyrus	right inferior frontal gyrus	right inferior frontal gyrus
FMA72658	BP10548	left inferior frontal gyrus	left inferior frontal gyrus	left inferior frontal gyrus
FMA72661	BP10535	right precentral gyrus	right precentral gyrus	right precentral gyrus
FMA72662	BP10542	left precentral gyrus	left precentral gyrus	left precentral gyrus
FMA72665	BP10552	right postcentral gyrus	right postcentral gyrus	right postcentral gyrus
FMA72666	BP10547	left postcentral gyrus	left postcentral gyrus	left postcentral gyrus
FMA72667	BP10544	right supramarginal gyrus	right supramarginal gyrus	right supramarginal gyrus
